customer_id,tenure_months,monthly_fee,support_tickets,contract_type,last_login_days,region,churn
CUST00533,58,65.61,2,monthly,79,daegu,no
CUST00534,9,42.43,1,two_year,29,daejeon,no
CUST00535,43,56.26,6,monthly,29,busan,no
CUST00536,16,59.92,1,two_year,76,busan,no
CUST00537,11,37.31,2,monthly,31,daegu,yes
CUST00538,21,32.36,3,monthly,63,daejeon,no
CUST00539,32,36.99,2,monthly,48,seoul,no
CUST00540,16,36.47,3,monthly,32,gwangju,yes
CUST00541,6,26.47,1,monthly,41,busan,yes
CUST00542,38,39.41,0,two_year,3,gwangju,no
CUST00543,67,44.42,1,monthly,61,daejeon,no
CUST00544,61,44.72,1,monthly,48,daejeon,no
CUST00545,2,33.47,2,annual,28,busan,no
CUST00546,6,34.84,0,monthly,18,daegu,no
CUST00547,47,31.45,3,monthly,63,busan,yes
CUST00548,69,34.6,4,annual,89,busan,no
CUST00549,15,27.54,1,monthly,82,daejeon,yes
CUST00550,27,46.35,0,monthly,31,busan,no
CUST00551,14,23.16,2,monthly,54,busan,yes
CUST00552,13,38.19,0,monthly,21,seoul,no
CUST00553,39,47.06,1,annual,22,daegu,no
CUST00554,71,71.57,5,two_year,20,busan,no
CUST00555,33,41.93,1,annual,29,daejeon,no
CUST00556,33,39.55,0,monthly,27,daegu,no
CUST00557,47,53.09,2,monthly,78,seoul,yes
CUST00558,28,52.59,2,monthly,37,daegu,no
CUST00559,48,62.73,2,monthly,10,daegu,no
CUST00560,38,70.35,2,monthly,18,seoul,no
CUST00561,6,50.61,1,annual,56,daejeon,yes
CUST00562,45,30.64,0,monthly,14,seoul,no
CUST00563,42,45.38,3,monthly,50,busan,yes
CUST00564,32,47.65,0,annual,64,gwangju,yes
CUST00565,49,36.76,0,monthly,10,daejeon,no
CUST00566,69,50.36,0,two_year,39,seoul,no
CUST00567,68,53.41,2,monthly,82,gwangju,yes
CUST00568,45,29.67,1,two_year,22,daegu,no
CUST00569,5,56.85,3,two_year,19,seoul,no
CUST00570,21,41.56,0,monthly,79,seoul,no
CUST00571,36,31.41,2,annual,66,seoul,no
CUST00572,9,45.45,2,monthly,82,daejeon,yes
CUST00573,14,37.06,2,annual,51,seoul,yes
CUST00574,35,13.06,2,annual,18,daejeon,no
CUST00575,29,46.92,4,monthly,0,busan,no
CUST00576,60,62.26,1,two_year,87,seoul,no
CUST00577,37,38.12,4,monthly,36,busan,no
CUST00578,49,50.69,1,monthly,44,daejeon,no
CUST00579,18,26.79,2,two_year,52,busan,no
CUST00580,4,28.52,1,annual,3,daegu,no
CUST00581,2,33.02,1,two_year,29,daejeon,no
CUST00582,9,29.37,0,monthly,69,gwangju,no
CUST00583,12,53.37,0,monthly,26,daejeon,no
CUST00584,69,31.91,3,monthly,85,seoul,no
CUST00585,15,21.04,1,annual,81,daegu,no
CUST00586,21,33.99,1,monthly,50,seoul,no
CUST00587,22,50.99,1,monthly,29,gwangju,yes
CUST00588,49,36.49,0,two_year,73,gwangju,no
CUST00589,32,40.7,1,monthly,73,seoul,no
CUST00590,14,48.71,1,monthly,75,busan,yes
CUST00591,66,54.84,0,monthly,75,seoul,no
CUST00592,30,50.77,0,annual,77,daejeon,yes
CUST00593,10,26.52,1,monthly,44,daejeon,no
CUST00594,71,55.09,1,monthly,8,gwangju,no
CUST00595,2,50.79,0,monthly,4,busan,no
CUST00596,47,45.75,2,two_year,38,busan,no
CUST00597,54,47.53,0,monthly,80,gwangju,no
CUST00598,15,60.2,0,monthly,11,busan,no
CUST00599,17,28.97,2,monthly,14,daegu,no
CUST00600,9,32.07,0,two_year,61,busan,no
CUST00601,47,35.12,2,annual,81,seoul,no
CUST00602,55,50.77,2,monthly,4,daegu,no
CUST00603,13,21.69,1,two_year,55,daejeon,no
CUST00604,18,50.26,1,monthly,86,daegu,yes
CUST00605,27,45.91,1,annual,74,seoul,no
CUST00606,18,54.05,1,monthly,23,seoul,no
CUST00607,10,29.69,3,monthly,36,busan,no
CUST00608,39,38.1,1,annual,26,gwangju,no
CUST00609,21,41.7,1,two_year,77,gwangju,no
CUST00610,32,53.09,4,monthly,76,busan,yes
CUST00611,44,67.63,1,two_year,60,seoul,no
CUST00612,33,37.37,4,monthly,63,daegu,yes
CUST00613,49,22.26,3,monthly,53,busan,no
CUST00614,27,36.48,1,monthly,41,busan,yes
CUST00615,18,45.35,4,annual,72,busan,no
CUST00616,38,53.95,0,annual,61,busan,no
CUST00617,34,57.48,1,monthly,39,busan,no
CUST00618,54,46.3,0,annual,42,busan,no
CUST00619,30,60.2,0,monthly,71,daejeon,yes
CUST00620,57,76.89,2,two_year,28,busan,no
CUST00621,48,43.41,1,monthly,50,daejeon,no
CUST00622,53,71.34,1,annual,11,daejeon,no
CUST00623,23,49.11,2,monthly,81,daejeon,no
CUST00624,36,59.9,0,annual,53,gwangju,no
CUST00625,20,43.75,2,monthly,30,gwangju,yes
CUST00626,48,40.89,0,monthly,33,gwangju,no
CUST00627,26,54.36,1,monthly,20,daejeon,no
CUST00628,68,29.35,3,monthly,67,daegu,yes
CUST00629,36,62.64,0,monthly,28,busan,no
CUST00630,44,18.33,1,monthly,39,busan,no
CUST00631,14,28.08,2,monthly,83,seoul,yes
CUST00632,54,55.31,2,monthly,31,daegu,no
CUST00633,68,24.16,1,annual,46,seoul,no
CUST00634,69,29.55,0,annual,80,gwangju,no
CUST00635,61,42.95,2,two_year,88,daegu,no
CUST00636,35,73.58,2,two_year,89,daejeon,no
CUST00637,1,79.94,0,monthly,20,daegu,no
CUST00638,35,15.83,0,monthly,28,daejeon,no
CUST00639,33,55.95,1,monthly,88,daegu,yes
CUST00640,41,32.82,2,annual,79,busan,no
CUST00641,13,50.69,1,monthly,8,gwangju,no
CUST00642,6,67.77,1,annual,40,daegu,no
CUST00643,46,54.88,1,annual,76,daejeon,yes
CUST00644,2,47.79,1,monthly,79,gwangju,no
CUST00645,64,61.8,3,annual,23,gwangju,no
CUST00646,33,42.33,1,monthly,6,gwangju,no
CUST00647,12,45.99,1,annual,29,seoul,no
CUST00648,23,32.48,1,annual,71,gwangju,no
CUST00649,51,41.66,3,annual,7,daejeon,no
CUST00650,54,53.97,1,two_year,73,busan,no
CUST00651,62,50.9,2,annual,49,seoul,no
CUST00652,49,49.42,0,annual,23,daejeon,no
CUST00653,14,37.57,3,monthly,1,daejeon,no
CUST00654,12,37.11,3,annual,84,busan,yes
CUST00655,70,60.97,0,annual,60,seoul,no
CUST00656,47,43.75,2,annual,88,daejeon,no
CUST00657,25,43.25,1,monthly,54,daejeon,no
CUST00658,70,46.45,2,monthly,33,daegu,no
CUST00659,30,34.9,1,two_year,38,seoul,no
CUST00660,47,10.92,0,monthly,4,seoul,no
CUST00661,71,47.76,1,two_year,8,busan,no
CUST00662,64,40.49,1,annual,29,gwangju,no
CUST00663,29,38.83,1,monthly,17,gwangju,yes
CUST00664,36,37.63,1,two_year,76,daejeon,no
CUST00665,64,33.27,1,monthly,67,busan,no
CUST00666,56,65.54,2,monthly,47,busan,yes
CUST00667,22,36.04,0,annual,23,daejeon,no
CUST00668,42,55.87,0,monthly,34,gwangju,no
CUST00669,50,50.69,0,monthly,13,daejeon,no
CUST00670,22,55.22,1,monthly,46,daegu,yes
CUST00671,55,59.49,0,annual,7,daegu,no
CUST00672,64,38.08,1,annual,78,gwangju,no
CUST00673,33,40.88,0,monthly,11,seoul,no
CUST00674,19,46.32,1,two_year,70,seoul,no
CUST00675,40,60.36,3,monthly,18,seoul,no
CUST00676,70,73.34,0,annual,14,seoul,no
CUST00677,67,48.86,0,annual,68,busan,no
CUST00678,56,39.78,2,two_year,25,daejeon,no
CUST00679,67,35.0,2,annual,7,gwangju,no
CUST00680,51,29.79,2,monthly,38,gwangju,no
CUST00681,24,25.74,1,monthly,68,seoul,no
CUST00682,68,64.46,0,two_year,17,gwangju,no
CUST00683,41,51.21,1,monthly,4,gwangju,no
CUST00684,23,59.26,1,monthly,43,gwangju,no
CUST00685,15,45.25,2,annual,61,busan,yes
CUST00686,27,43.09,2,monthly,46,daegu,no
CUST00687,35,44.01,1,monthly,1,busan,yes
CUST00688,37,41.61,2,annual,89,busan,no
CUST00689,71,37.24,0,monthly,56,gwangju,no
CUST00690,9,53.1,1,monthly,6,daegu,yes
CUST00691,27,41.81,4,annual,15,daegu,no
CUST00692,52,51.49,2,monthly,50,daegu,no
CUST00693,58,40.45,0,monthly,66,busan,no
CUST00694,37,27.84,0,monthly,13,daejeon,no
CUST00695,29,56.44,2,monthly,36,gwangju,yes
CUST00696,3,57.72,1,monthly,15,daejeon,no
CUST00697,56,52.05,0,monthly,29,daejeon,no
CUST00698,15,36.3,4,annual,1,seoul,no
CUST00699,25,39.92,2,two_year,1,gwangju,no
CUST00700,71,25.15,0,monthly,47,busan,no
CUST00701,24,51.45,2,monthly,0,busan,no
CUST00702,31,50.19,3,annual,31,busan,no
CUST00703,63,35.13,2,annual,6,busan,no
CUST00704,62,27.57,3,monthly,17,busan,no
CUST00705,60,57.62,1,two_year,33,daejeon,no
CUST00706,42,59.88,0,annual,57,daejeon,no
CUST00707,69,57.48,2,annual,23,seoul,no
CUST00708,23,66.29,0,annual,36,seoul,no
CUST00709,65,36.21,0,two_year,89,busan,no
CUST00710,4,33.18,2,two_year,15,gwangju,no
CUST00711,51,57.77,0,monthly,55,daejeon,no
CUST00712,25,45.99,0,annual,1,daejeon,no
CUST00713,71,11.11,1,monthly,11,daejeon,no
CUST00714,66,9.9,2,monthly,34,daegu,no
CUST00715,24,40.45,3,monthly,48,seoul,yes
CUST00716,19,33.36,2,two_year,52,seoul,yes
CUST00717,43,35.46,2,monthly,29,daejeon,no
CUST00718,31,60.85,0,annual,83,gwangju,yes
CUST00719,68,37.66,0,annual,75,daejeon,no
CUST00720,36,31.42,2,annual,69,seoul,no
CUST00721,7,78.62,1,monthly,71,busan,yes
CUST00722,41,39.83,1,monthly,30,daegu,yes
CUST00723,18,29.58,1,monthly,79,daejeon,yes
CUST00724,17,40.26,0,annual,50,busan,no
CUST00725,46,67.37,2,monthly,50,seoul,no
CUST00726,4,39.56,1,two_year,16,busan,yes
CUST00727,12,42.45,2,annual,52,daegu,no
CUST00728,42,36.7,0,two_year,86,daegu,no
CUST00729,26,46.76,0,monthly,5,daejeon,no
CUST00730,69,41.49,3,monthly,8,busan,no
CUST00731,66,32.52,1,monthly,8,seoul,no
CUST00732,66,52.62,1,monthly,37,daejeon,no
CUST00733,44,53.14,1,monthly,10,seoul,no
CUST00734,57,43.87,0,monthly,2,gwangju,no
CUST00735,65,56.67,0,monthly,4,gwangju,no
CUST00736,30,56.26,2,monthly,55,daegu,yes
CUST00737,19,36.29,0,monthly,43,gwangju,no
CUST00738,71,36.6,2,annual,76,daejeon,no
CUST00739,22,60.0,0,monthly,81,daegu,yes
CUST00740,51,48.22,0,monthly,80,seoul,no
CUST00741,6,52.2,2,two_year,67,gwangju,no
CUST00742,27,64.78,2,monthly,70,seoul,yes
CUST00743,67,19.73,1,monthly,45,gwangju,no
CUST00744,29,42.35,1,monthly,82,daejeon,no
CUST00745,58,33.43,1,monthly,53,gwangju,no
CUST00746,10,42.29,1,annual,55,gwangju,no
CUST00747,27,66.37,2,monthly,23,daejeon,yes
CUST00748,5,24.71,1,two_year,31,daegu,no
CUST00749,61,69.02,2,monthly,70,daejeon,no
CUST00750,37,48.59,0,monthly,33,daejeon,no
CUST00751,1,50.09,1,annual,53,seoul,no
CUST00752,27,32.26,0,annual,48,daejeon,no
CUST00753,55,57.51,1,monthly,39,daejeon,yes
CUST00754,26,20.61,1,monthly,4,seoul,yes
CUST00755,10,42.13,2,monthly,30,daegu,yes
CUST00756,49,72.55,2,monthly,39,daegu,no
CUST00757,71,39.27,2,annual,85,daejeon,no
CUST00758,34,34.68,4,annual,87,daegu,no
CUST00759,23,55.43,0,annual,21,busan,no
CUST00760,26,31.73,1,monthly,55,gwangju,no
CUST00761,63,26.52,0,monthly,45,gwangju,no
CUST00762,3,57.86,2,annual,78,seoul,yes
CUST00763,58,52.17,1,annual,0,gwangju,no
CUST00764,45,24.09,2,monthly,46,gwangju,no
CUST00765,36,47.06,2,monthly,87,busan,yes
CUST00766,16,58.73,0,monthly,86,daejeon,yes
CUST00767,57,51.11,3,annual,78,daegu,no
CUST00768,6,57.16,2,annual,2,daegu,no
CUST00769,55,27.51,2,annual,28,daejeon,no
CUST00770,11,67.26,3,monthly,84,gwangju,yes
CUST00771,40,29.34,0,monthly,47,daegu,no
CUST00772,15,85.59,2,monthly,61,daegu,no
CUST00773,71,32.59,2,annual,72,daegu,no
CUST00774,43,50.24,1,two_year,12,gwangju,no
CUST00775,35,59.88,1,monthly,39,seoul,yes
CUST00776,7,62.98,2,monthly,44,seoul,yes
CUST00777,44,41.76,1,two_year,48,daejeon,no
CUST00778,22,77.54,2,monthly,32,seoul,no
CUST00779,31,60.94,2,monthly,27,busan,no
CUST00780,41,9.9,1,monthly,21,daegu,no
CUST00781,35,51.81,3,monthly,16,busan,no
CUST00782,34,45.33,2,monthly,83,busan,yes
CUST00783,28,9.9,1,monthly,41,busan,no
CUST00784,62,28.73,1,monthly,41,gwangju,no
CUST00785,42,26.08,2,annual,69,seoul,no
CUST00786,29,64.54,2,monthly,1,gwangju,no
CUST00787,2,46.53,0,monthly,14,daegu,no
CUST00788,63,33.83,0,two_year,20,busan,no
CUST00789,17,35.82,1,annual,19,busan,yes
CUST00790,22,42.67,1,two_year,31,busan,no
CUST00791,63,47.81,1,annual,72,daegu,yes
CUST00792,42,32.04,1,monthly,7,daejeon,no
CUST00793,59,60.08,4,monthly,6,daejeon,no
CUST00794,4,58.04,1,monthly,72,gwangju,yes
CUST00795,69,37.34,1,monthly,0,seoul,no
CUST00796,22,28.69,1,monthly,40,busan,no
CUST00797,54,57.16,3,annual,19,seoul,no
CUST00798,33,32.73,2,two_year,53,daejeon,no
CUST00799,21,37.28,1,annual,84,busan,no
CUST00800,36,26.34,1,two_year,63,daejeon,no
CUST00801,47,23.54,2,monthly,24,busan,yes
CUST00802,71,46.12,2,monthly,72,daegu,yes
CUST00803,48,34.01,1,monthly,74,busan,no
CUST00804,41,47.91,0,annual,65,daegu,no
CUST00805,70,57.04,1,two_year,40,busan,no
CUST00806,22,52.13,4,two_year,68,daejeon,no
CUST00807,59,22.37,1,two_year,33,daegu,no
CUST00808,31,73.42,1,monthly,34,daejeon,no
CUST00809,51,48.1,1,monthly,67,daejeon,no
CUST00810,23,29.94,1,monthly,10,gwangju,no
CUST00811,3,70.27,1,two_year,72,busan,no
CUST00812,40,47.55,2,annual,13,seoul,no
CUST00813,43,34.53,2,annual,80,seoul,yes
CUST00814,52,24.52,2,monthly,34,busan,no
CUST00815,52,64.9,2,monthly,41,gwangju,no
CUST00816,2,12.67,0,monthly,84,daejeon,yes
CUST00817,2,60.38,0,annual,25,daegu,no
CUST00818,66,54.89,1,monthly,58,gwangju,no
CUST00819,2,64.26,1,annual,11,daejeon,no
CUST00820,43,65.64,2,annual,64,daejeon,yes
CUST00821,39,56.62,0,annual,67,daegu,no
CUST00822,60,17.34,2,annual,29,busan,no
CUST00823,40,56.06,0,monthly,0,daegu,no
CUST00824,41,30.06,0,monthly,9,daejeon,yes
CUST00825,30,25.64,0,monthly,42,gwangju,no
CUST00826,12,36.69,2,annual,15,daejeon,no
CUST00827,60,42.76,1,monthly,75,busan,no
CUST00828,27,34.32,2,monthly,19,daejeon,no
CUST00829,1,58.69,0,annual,84,gwangju,yes
CUST00830,17,33.77,4,monthly,24,daejeon,yes
CUST00831,9,38.91,4,monthly,11,daegu,yes
CUST00832,34,26.17,1,annual,5,daegu,no
CUST00833,46,57.95,1,monthly,64,daejeon,no
CUST00834,11,33.92,3,monthly,73,busan,yes
CUST00835,23,56.09,0,monthly,68,daejeon,no
CUST00836,3,68.66,1,annual,88,daejeon,yes
CUST00837,9,38.52,1,two_year,31,daegu,no
CUST00838,70,52.69,1,annual,55,seoul,no
CUST00839,5,51.04,2,two_year,54,busan,yes
CUST00840,21,51.46,3,annual,64,seoul,yes
CUST00841,15,46.02,0,annual,23,seoul,yes
CUST00842,4,29.38,1,monthly,43,gwangju,yes
CUST00843,6,49.99,1,annual,79,daejeon,yes
CUST00844,39,27.99,1,monthly,49,seoul,no
CUST00845,17,40.04,2,monthly,52,gwangju,yes
CUST00846,45,54.82,2,monthly,89,daegu,no
CUST00847,27,55.66,1,monthly,23,seoul,no
CUST00848,67,32.16,2,annual,77,gwangju,no
CUST00849,63,27.56,2,two_year,45,daejeon,no
CUST00850,68,57.82,3,monthly,85,daejeon,no
CUST00851,49,33.89,4,monthly,6,seoul,no
CUST00852,42,48.76,1,annual,77,daejeon,no
CUST00853,31,64.43,2,annual,64,daegu,yes
CUST00854,33,55.93,3,monthly,6,seoul,no
CUST00855,42,51.62,2,monthly,5,busan,no
CUST00856,34,9.9,5,monthly,62,daegu,no
CUST00857,33,52.27,2,two_year,2,gwangju,yes
CUST00858,3,47.5,4,monthly,72,daejeon,yes
CUST00859,5,25.83,5,annual,58,seoul,yes
CUST00860,10,19.29,1,monthly,68,seoul,no
CUST00861,49,28.56,0,monthly,45,daegu,no
CUST00862,37,46.31,0,monthly,21,daejeon,no
CUST00863,2,52.0,2,monthly,16,gwangju,no
CUST00864,7,51.35,1,annual,31,daejeon,no
CUST00865,10,63.7,2,monthly,60,daegu,yes
CUST00866,19,20.61,2,annual,34,busan,no
CUST00867,39,30.77,2,annual,55,busan,no
CUST00868,32,58.02,3,two_year,19,gwangju,no
CUST00869,36,32.91,0,monthly,24,daegu,no
CUST00870,13,43.42,2,annual,65,gwangju,yes
CUST00871,32,48.18,2,annual,0,busan,no
CUST00872,63,35.78,1,two_year,77,seoul,no
CUST00873,15,57.06,2,annual,46,daejeon,no
CUST00874,63,57.89,1,monthly,53,busan,no
CUST00875,36,48.66,0,monthly,44,daegu,no
CUST00876,38,28.44,0,monthly,4,daegu,no
CUST00877,36,36.95,1,monthly,87,seoul,no
CUST00878,8,31.21,0,monthly,50,seoul,no
CUST00879,20,45.99,1,two_year,30,gwangju,no
CUST00880,41,48.01,1,annual,51,gwangju,no
CUST00881,59,33.09,1,annual,69,busan,no
CUST00882,3,67.55,1,monthly,47,daegu,yes
CUST00883,50,51.02,2,two_year,9,seoul,no
CUST00884,57,51.92,1,two_year,9,busan,no
CUST00885,8,55.78,2,monthly,7,gwangju,no
CUST00886,69,71.38,0,two_year,21,daejeon,no
CUST00887,11,58.84,3,monthly,49,daegu,yes
CUST00888,7,52.6,0,monthly,85,daegu,yes
CUST00889,39,44.8,0,monthly,2,daegu,no
CUST00890,61,36.33,0,monthly,74,seoul,no
CUST00891,15,48.4,0,monthly,76,seoul,no
CUST00892,68,40.52,3,annual,27,daegu,no
CUST00893,54,61.48,1,monthly,31,gwangju,no
CUST00894,64,55.02,1,monthly,38,daejeon,no
CUST00895,9,19.59,3,monthly,29,gwangju,no
CUST00896,71,53.57,0,two_year,53,seoul,no
CUST00897,17,47.6,3,monthly,1,daegu,yes
CUST00898,61,46.27,1,two_year,21,daegu,no
CUST00899,23,40.41,3,annual,50,gwangju,no
CUST00900,3,59.64,1,monthly,5,gwangju,yes
CUST00901,18,55.51,0,monthly,9,daegu,no
CUST00902,27,38.83,0,monthly,20,busan,no
CUST00903,10,63.03,1,monthly,53,busan,yes
CUST00904,66,38.76,1,two_year,67,busan,no
CUST00905,54,41.64,0,monthly,31,busan,no
CUST00906,20,70.76,2,monthly,76,daejeon,no
CUST00907,42,54.63,0,monthly,25,daejeon,no
CUST00908,42,44.64,1,two_year,53,daejeon,no
CUST00909,10,41.85,1,annual,11,seoul,no
CUST00910,59,32.36,4,monthly,10,daegu,no
CUST00911,20,50.33,4,annual,82,busan,yes
CUST00912,69,63.08,1,two_year,17,gwangju,no
CUST00913,15,27.42,1,annual,1,daegu,no
CUST00914,59,44.55,1,monthly,6,gwangju,yes
CUST00915,41,38.78,1,monthly,87,gwangju,no
CUST00916,24,17.85,1,annual,30,seoul,yes
CUST00917,61,38.23,1,annual,69,daegu,no
CUST00918,8,53.92,1,monthly,62,busan,yes
CUST00919,36,31.55,0,annual,26,daegu,no
CUST00920,51,22.2,0,annual,49,seoul,no
CUST00921,42,65.16,2,annual,88,gwangju,no
CUST00922,49,64.83,3,monthly,35,gwangju,yes
CUST00923,61,72.48,3,two_year,9,seoul,no
CUST00924,9,33.37,1,annual,18,daegu,no
CUST00925,2,29.78,2,monthly,8,daegu,yes
CUST00926,21,68.81,0,two_year,55,daegu,no
CUST00927,23,38.98,1,annual,2,busan,no
CUST00928,8,54.24,0,monthly,20,daejeon,no
CUST00929,42,77.66,1,annual,45,daegu,no
CUST00930,59,26.95,1,monthly,38,busan,no
CUST00931,56,58.47,0,annual,61,daegu,no
CUST00932,13,26.12,1,monthly,81,busan,yes
CUST00933,13,39.16,1,monthly,59,gwangju,yes
CUST00934,19,19.71,1,two_year,84,daejeon,no
CUST00935,2,37.71,1,monthly,1,daegu,no
CUST00936,38,44.63,1,monthly,39,daegu,no
CUST00937,57,45.56,0,monthly,50,gwangju,no
CUST00938,32,17.47,2,monthly,51,daejeon,no
CUST00939,42,68.46,1,monthly,52,daegu,no
CUST00940,59,10.73,0,monthly,81,busan,no
CUST00941,54,71.71,4,monthly,83,busan,no
CUST00942,26,67.82,3,monthly,32,seoul,yes
CUST00943,16,66.91,0,two_year,67,busan,no
CUST00944,7,29.17,1,monthly,50,daejeon,no
CUST00945,7,12.73,3,monthly,18,busan,no
CUST00946,55,42.04,1,annual,38,daegu,no
CUST00947,58,43.01,0,monthly,58,daejeon,no
CUST00948,30,17.02,0,monthly,39,busan,no
CUST00949,18,52.06,2,annual,66,daejeon,yes
CUST00950,65,64.02,4,annual,13,daegu,no
CUST00951,41,55.78,1,two_year,43,daegu,no
CUST00952,50,51.88,3,monthly,84,gwangju,no
CUST00953,26,55.29,2,two_year,2,daejeon,no
CUST00954,63,51.93,1,monthly,15,busan,no
CUST00955,71,15.1,1,annual,49,daejeon,no
CUST00956,1,47.43,1,monthly,28,gwangju,no
CUST00957,1,57.57,3,monthly,74,gwangju,yes
CUST00958,43,30.06,2,annual,48,gwangju,no
CUST00959,21,31.13,1,monthly,16,seoul,no
CUST00960,12,55.17,3,monthly,27,busan,yes
CUST00961,6,50.19,1,monthly,11,daegu,yes
CUST00962,59,46.69,2,monthly,71,daegu,no
CUST00963,41,62.45,1,annual,65,gwangju,yes
CUST00964,10,30.6,2,monthly,54,daejeon,no
CUST00965,31,48.44,0,monthly,26,daegu,no
CUST00966,20,37.69,0,annual,44,daejeon,yes
CUST00967,66,35.39,2,monthly,12,daejeon,no
CUST00968,5,43.05,3,monthly,75,daegu,yes
CUST00969,8,50.18,1,two_year,57,gwangju,no
CUST00970,45,48.79,3,monthly,6,seoul,no
CUST00971,9,27.8,2,monthly,11,busan,no
CUST00972,46,29.31,0,monthly,14,busan,no
CUST00973,26,34.53,4,monthly,50,daejeon,yes
CUST00974,54,54.18,0,annual,7,gwangju,no
CUST00975,58,25.86,2,monthly,14,busan,no
CUST00976,52,44.97,2,two_year,46,daejeon,no
CUST00977,14,61.21,2,monthly,34,seoul,no
CUST00978,65,37.28,0,annual,69,daejeon,no
CUST00979,28,40.49,2,monthly,53,seoul,no
CUST00980,25,40.29,2,monthly,46,daejeon,yes
CUST00981,40,24.87,2,annual,77,daegu,no
CUST00982,50,46.24,1,annual,77,gwangju,no
CUST00983,24,76.99,2,two_year,77,daejeon,yes
CUST00984,30,58.29,1,monthly,42,gwangju,yes
CUST00985,29,29.67,2,monthly,28,daejeon,no
CUST00986,58,51.72,3,monthly,40,gwangju,no
CUST00987,12,31.21,2,monthly,69,gwangju,no
CUST00988,43,44.78,3,two_year,49,gwangju,no
CUST00989,49,35.58,0,annual,58,daegu,yes
CUST00990,60,50.72,1,monthly,66,gwangju,yes
CUST00991,11,34.16,0,annual,48,seoul,no
CUST00992,17,59.74,4,two_year,81,seoul,yes
CUST00993,62,36.12,2,monthly,4,busan,no
CUST00994,43,42.8,0,monthly,43,daejeon,no
CUST00995,12,74.7,2,annual,9,gwangju,no
CUST00996,57,51.94,1,annual,46,seoul,no
CUST00997,11,30.98,2,monthly,44,daejeon,no
CUST00998,52,73.38,3,annual,14,seoul,no
CUST00999,48,51.75,2,annual,0,daegu,yes
CUST01000,13,39.44,0,monthly,10,busan,no
CUST01001,57,48.56,5,monthly,10,daegu,no
CUST01002,66,46.17,5,annual,36,daejeon,no
CUST01003,7,34.98,0,monthly,8,seoul,no
CUST01004,55,35.17,1,annual,1,daejeon,no
CUST01005,53,10.39,1,two_year,9,busan,no
CUST01006,12,69.31,1,monthly,69,seoul,no
CUST01007,6,52.22,2,monthly,52,seoul,yes
CUST01008,18,50.16,2,monthly,61,daegu,no
CUST01009,39,68.7,1,annual,74,gwangju,no
CUST01010,17,39.86,1,two_year,48,gwangju,no
CUST01011,36,30.95,1,annual,35,gwangju,no
CUST01012,57,35.58,1,annual,65,daejeon,no
CUST01013,5,61.72,1,monthly,25,daejeon,no
CUST01014,33,66.79,1,annual,73,gwangju,yes
CUST01015,35,37.72,1,monthly,32,daegu,no
CUST01016,20,52.09,3,monthly,63,daejeon,yes
CUST01017,34,45.16,2,monthly,62,busan,no
CUST01018,27,32.23,3,monthly,78,seoul,yes
CUST01019,9,46.73,3,annual,45,gwangju,no
CUST01020,34,32.95,1,monthly,82,seoul,no
CUST01021,29,45.47,1,annual,48,seoul,no
CUST01022,32,47.18,2,annual,71,busan,yes
CUST01023,29,48.24,4,monthly,13,gwangju,no
CUST01024,35,45.77,2,monthly,29,gwangju,no
CUST01025,67,55.64,1,two_year,59,busan,no
CUST01026,70,41.9,1,two_year,32,busan,no
CUST01027,8,41.53,0,annual,1,gwangju,no
CUST01028,67,35.68,0,monthly,12,daegu,no
CUST01029,50,53.05,2,annual,56,daegu,no
CUST01030,34,63.07,1,monthly,41,daegu,no
CUST01031,44,42.28,3,monthly,36,gwangju,no
CUST01032,57,52.59,2,annual,12,daejeon,yes
CUST01033,2,44.41,0,monthly,34,seoul,no
CUST01034,29,76.68,4,annual,66,gwangju,no
CUST01035,39,49.75,1,two_year,35,busan,no
CUST01036,15,33.63,1,two_year,46,seoul,no
CUST01037,57,32.59,1,monthly,88,daegu,no
CUST01038,52,42.22,4,monthly,69,busan,yes
CUST01039,52,67.42,1,monthly,47,daegu,no
CUST01040,29,60.7,3,monthly,45,seoul,yes
CUST01041,9,22.31,2,annual,25,daejeon,no
CUST01042,48,48.29,0,annual,88,seoul,yes
CUST01043,25,41.5,1,annual,46,gwangju,yes
CUST01044,2,47.67,1,annual,60,gwangju,no
CUST01045,21,54.69,1,monthly,26,busan,yes
CUST01046,11,63.78,0,annual,32,daejeon,no
CUST01047,56,51.06,1,two_year,78,daegu,no
CUST01048,30,10.5,2,monthly,22,daegu,no
CUST01049,42,41.39,2,monthly,22,daegu,no
CUST01050,33,73.12,1,monthly,3,busan,yes
CUST01051,61,35.03,1,annual,11,seoul,no
CUST01052,50,53.37,1,annual,73,gwangju,no
CUST01053,12,34.7,1,annual,81,seoul,no
CUST01054,32,49.92,1,monthly,65,gwangju,yes
CUST01055,2,37.21,4,annual,50,busan,yes
CUST01056,5,41.77,4,two_year,72,daegu,no
CUST01057,54,20.68,2,annual,40,gwangju,no
CUST01058,51,22.83,1,monthly,7,gwangju,no
CUST01059,1,19.11,0,annual,75,daegu,yes
CUST01060,54,24.04,1,annual,16,gwangju,no
CUST01061,33,53.45,1,monthly,4,seoul,no
CUST01062,67,27.75,1,monthly,55,daegu,no
CUST01063,68,31.81,2,monthly,4,seoul,no
CUST01064,6,51.56,1,monthly,76,daegu,yes
CUST01065,37,45.35,0,annual,83,gwangju,no
