customer_id,tenure_months,monthly_fee,support_tickets,contract_type,last_login_days,region,churn,churn_reason,account_closed_date,exit_survey_score
CUST00410,24,36.95,2,two_year,46,gwangju,no,,,8.33
CUST00411,3,59.06,2,two_year,45,seoul,yes,support,2025-09-24,2.15
CUST00412,17,74.74,2,monthly,6,busan,no,,,8.36
CUST00413,15,41.83,2,monthly,52,seoul,yes,competitor,2025-07-19,1.41
CUST00414,66,36.68,1,annual,19,daejeon,no,,,8.54
CUST00415,12,29.84,1,two_year,3,busan,no,,,8.82
CUST00416,23,59.54,1,monthly,85,daegu,yes,price,2025-06-05,1.59
CUST00417,36,62.47,0,annual,2,daejeon,no,,,7.99
CUST00418,39,43.7,1,annual,82,busan,no,,,9.36
CUST00419,31,39.89,1,annual,23,gwangju,no,,,8.52
CUST00420,12,37.57,0,two_year,53,daegu,no,,,7.57
CUST00421,2,48.76,0,monthly,65,gwangju,yes,price,2025-07-06,1.7
CUST00422,52,51.86,3,monthly,55,busan,no,,,8.12
CUST00423,5,35.47,1,two_year,9,busan,yes,support,2025-04-08,1.76
CUST00424,70,50.8,3,monthly,69,seoul,no,,,7.24
CUST00425,42,42.61,2,monthly,67,seoul,yes,price,2025-09-23,2.21
CUST00426,32,40.76,1,two_year,41,seoul,no,,,9.1
CUST00427,37,18.53,0,monthly,31,seoul,no,,,8.79
CUST00428,64,38.37,1,monthly,49,busan,no,,,8.83
CUST00429,59,39.17,2,two_year,57,busan,no,,,7.82
CUST00430,55,76.49,2,monthly,4,daegu,no,,,7.53
CUST00431,9,56.75,0,monthly,51,seoul,yes,competitor,2026-01-04,1.47
CUST00432,63,26.26,0,two_year,66,gwangju,no,,,9.09
CUST00433,9,34.49,0,monthly,7,daegu,no,,,8.22
CUST00434,42,37.0,1,annual,75,gwangju,no,,,7.74
CUST00435,32,47.85,0,monthly,27,daejeon,no,,,8.9
CUST00436,13,54.09,1,monthly,87,daejeon,no,,,8.6
CUST00437,48,48.89,1,monthly,77,daejeon,no,,,8.95
CUST00438,48,70.67,0,monthly,78,busan,no,,,7.79
CUST00439,6,53.1,2,annual,47,daejeon,no,,,8.01
CUST00440,15,30.77,4,annual,71,daejeon,no,,,8.95
CUST00441,45,45.51,1,monthly,32,gwangju,no,,,8.39
CUST00442,34,42.1,0,monthly,36,seoul,no,,,8.61
CUST00443,52,27.95,1,two_year,1,daejeon,no,,,9.17
CUST00444,20,28.1,4,monthly,26,busan,yes,competitor,2025-04-03,2.37
CUST00445,44,35.07,2,annual,2,busan,no,,,8.22
CUST00446,6,33.06,3,monthly,83,daejeon,yes,price,2025-05-27,2.68
CUST00447,35,32.65,0,monthly,31,daejeon,no,,,9.5
CUST00448,15,25.97,2,monthly,56,gwangju,yes,price,2025-03-28,2.47
CUST00449,3,71.81,0,monthly,10,daegu,yes,competitor,2025-11-26,0.85
CUST00450,37,34.18,0,two_year,48,gwangju,no,,,8.41
CUST00451,6,44.05,4,monthly,43,busan,yes,price,2026-02-03,3.02
CUST00452,41,49.52,1,annual,83,daegu,no,,,7.27
CUST00453,18,33.59,0,annual,2,seoul,no,,,8.09
CUST00454,70,53.93,0,annual,75,gwangju,yes,support,2025-08-05,0.94
CUST00455,38,40.97,0,monthly,22,seoul,no,,,8.98
CUST00456,71,14.15,0,monthly,48,busan,no,,,7.59
CUST00457,70,39.6,1,monthly,49,seoul,no,,,9.75
CUST00458,62,47.5,1,monthly,53,busan,no,,,8.92
CUST00459,58,34.47,0,monthly,24,busan,no,,,8.36
CUST00460,39,46.72,1,annual,51,daegu,yes,support,2025-05-02,2.19
CUST00461,29,43.65,1,annual,63,gwangju,yes,moved,2025-06-24,1.27
CUST00462,52,43.36,2,monthly,26,gwangju,no,,,8.58
CUST00463,15,17.45,1,two_year,23,seoul,yes,moved,2025-09-24,1.5
CUST00464,44,31.25,0,monthly,65,gwangju,yes,competitor,2026-01-30,2.22
CUST00465,42,71.06,2,two_year,80,busan,no,,,8.22
CUST00466,4,71.68,2,monthly,68,busan,yes,support,2025-05-26,2.9
CUST00467,1,54.21,0,annual,27,daegu,no,,,9.06
CUST00468,7,39.2,3,annual,2,daejeon,no,,,7.93
CUST00469,23,37.26,0,annual,81,busan,no,,,7.72
CUST00470,50,59.41,2,monthly,11,daegu,no,,,9.34
CUST00471,14,16.65,3,monthly,41,daegu,no,,,7.45
CUST00472,38,51.77,2,annual,29,daegu,no,,,8.02
CUST00473,20,33.85,0,monthly,16,daejeon,no,,,8.3
CUST00474,9,66.62,4,monthly,81,busan,yes,price,2025-03-07,1.33
CUST00475,10,42.93,3,annual,81,gwangju,no,,,9.13
CUST00476,32,57.29,3,monthly,17,daegu,no,,,9.67
CUST00477,42,59.8,1,monthly,4,gwangju,no,,,9.31
CUST00478,51,40.94,0,annual,64,seoul,no,,,8.04
CUST00479,9,29.88,1,two_year,52,daegu,no,,,7.5
CUST00480,57,50.88,0,monthly,44,gwangju,no,,,8.77
CUST00481,19,38.1,0,monthly,62,gwangju,no,,,8.32
CUST00482,17,11.68,0,two_year,45,daejeon,no,,,7.57
CUST00483,24,26.01,1,annual,56,seoul,no,,,7.98
CUST00484,60,43.98,1,monthly,1,busan,no,,,9.32
CUST00485,10,38.87,3,monthly,18,daegu,no,,,8.21
CUST00486,12,45.77,0,annual,52,daegu,no,,,7.93
CUST00487,35,39.1,1,monthly,89,gwangju,yes,support,2025-11-10,3.06
CUST00488,14,41.49,0,monthly,18,daejeon,no,,,8.66
CUST00489,69,21.03,3,annual,6,gwangju,no,,,8.68
CUST00490,65,52.96,4,annual,26,busan,no,,,9.33
CUST00491,68,32.64,0,monthly,34,gwangju,no,,,7.66
CUST00492,48,48.65,1,monthly,88,gwangju,yes,support,2025-01-18,2.57
CUST00493,67,45.05,0,monthly,4,daegu,no,,,7.92
CUST00494,25,31.78,1,monthly,47,daejeon,yes,price,2025-01-28,2.11
CUST00495,43,22.99,4,monthly,16,seoul,no,,,8.55
CUST00496,55,53.78,3,annual,33,seoul,no,,,8.03
CUST00497,37,47.24,1,monthly,42,seoul,yes,price,2025-05-05,1.44
CUST00498,29,57.68,1,annual,77,daejeon,yes,moved,2025-01-29,1.67
CUST00499,24,47.93,1,monthly,37,daejeon,no,,,8.63
CUST00500,42,29.04,2,monthly,65,seoul,no,,,8.62
CUST00501,44,14.3,1,monthly,85,busan,no,,,7.93
CUST00502,63,46.66,0,monthly,54,daejeon,no,,,8.58
CUST00503,70,33.24,2,two_year,84,daejeon,no,,,9.04
CUST00504,15,78.42,2,monthly,21,daegu,yes,support,2025-05-17,2.43
CUST00505,16,62.0,0,monthly,40,seoul,no,,,9.11
CUST00506,31,52.26,0,two_year,35,busan,no,,,8.82
CUST00507,54,44.64,0,two_year,58,daejeon,no,,,7.93
CUST00508,61,32.97,1,monthly,17,gwangju,no,,,7.18
CUST00509,23,64.06,0,monthly,17,daejeon,no,,,8.57
CUST00510,67,32.08,1,two_year,10,seoul,no,,,7.83
CUST00511,67,55.22,2,monthly,28,daegu,yes,price,2025-11-24,4.22
CUST00512,68,41.35,3,two_year,28,gwangju,no,,,8.94
CUST00513,47,52.08,1,monthly,67,gwangju,no,,,7.58
CUST00514,33,65.48,1,annual,9,daejeon,no,,,8.57
CUST00515,15,50.29,1,monthly,41,daegu,yes,competitor,2026-01-19,2.49
CUST00516,60,89.01,1,annual,5,gwangju,no,,,8.7
CUST00517,42,38.46,1,monthly,8,gwangju,no,,,8.53
CUST00518,42,47.64,2,annual,85,busan,yes,price,2025-01-29,1.44
CUST00519,51,31.82,1,monthly,14,busan,no,,,7.27
CUST00520,19,33.75,0,annual,65,daegu,yes,moved,2026-01-14,2.25
CUST00521,64,42.28,0,monthly,47,gwangju,no,,,8.79
CUST00522,47,47.09,1,two_year,77,daegu,no,,,8.93
CUST00523,70,47.51,3,monthly,37,daejeon,no,,,8.4
CUST00524,56,47.4,2,annual,1,daegu,no,,,7.81
CUST00525,48,56.32,3,two_year,34,busan,no,,,7.9
CUST00526,57,54.58,1,annual,87,busan,no,,,9.99
CUST00527,35,69.29,2,monthly,14,gwangju,no,,,8.71
CUST00528,22,43.72,2,annual,58,daejeon,no,,,8.35
CUST00529,8,27.13,2,monthly,36,daejeon,no,,,7.67
CUST00530,66,38.54,0,monthly,58,seoul,no,,,8.29
CUST00531,63,78.97,2,annual,84,gwangju,no,,,8.21
CUST00532,19,44.39,2,monthly,69,daegu,yes,moved,2026-01-24,1.72
CUST00533,58,65.61,2,monthly,79,daegu,no,,,8.99
CUST00534,9,42.43,1,two_year,29,daejeon,no,,,8.29
CUST00535,43,56.26,6,monthly,29,busan,no,,,7.76
CUST00536,16,59.92,1,two_year,76,busan,no,,,8.83
CUST00537,11,37.31,2,monthly,31,daegu,yes,competitor,2026-01-12,1.72
CUST00538,21,32.36,3,monthly,63,daejeon,no,,,8.59
CUST00539,32,36.99,2,monthly,48,seoul,no,,,8.41
CUST00540,16,36.47,3,monthly,32,gwangju,yes,competitor,2025-12-17,2.07
CUST00541,6,26.47,1,monthly,41,busan,yes,price,2025-01-05,1.68
CUST00542,38,39.41,0,two_year,3,gwangju,no,,,8.98
CUST00543,67,44.42,1,monthly,61,daejeon,no,,,8.75
CUST00544,61,44.72,1,monthly,48,daejeon,no,,,9.03
CUST00545,2,33.47,2,annual,28,busan,no,,,9.02
CUST00546,6,34.84,0,monthly,18,daegu,no,,,8.07
CUST00547,47,31.45,3,monthly,63,busan,yes,support,2025-12-07,1.96
CUST00548,69,34.6,4,annual,89,busan,no,,,7.5
CUST00549,15,27.54,1,monthly,82,daejeon,yes,moved,2026-01-02,2.09
CUST00550,27,46.35,0,monthly,31,busan,no,,,9.34
CUST00551,14,23.16,2,monthly,54,busan,yes,price,2025-01-30,2.54
CUST00552,13,38.19,0,monthly,21,seoul,no,,,8.43
CUST00553,39,47.06,1,annual,22,daegu,no,,,8.59
CUST00554,71,71.57,5,two_year,20,busan,no,,,7.95
CUST00555,33,41.93,1,annual,29,daejeon,no,,,7.39
CUST00556,33,39.55,0,monthly,27,daegu,no,,,7.47
CUST00557,47,53.09,2,monthly,78,seoul,yes,competitor,2025-10-27,2.91
CUST00558,28,52.59,2,monthly,37,daegu,no,,,8.29
CUST00559,48,62.73,2,monthly,10,daegu,no,,,9.0
CUST00560,38,70.35,2,monthly,18,seoul,no,,,7.83
CUST00561,6,50.61,1,annual,56,daejeon,yes,moved,2025-01-27,1.78
CUST00562,45,30.64,0,monthly,14,seoul,no,,,7.79
CUST00563,42,45.38,3,monthly,50,busan,yes,price,2025-09-25,2.33
CUST00564,32,47.65,0,annual,64,gwangju,yes,support,2026-01-08,2.45
CUST00565,49,36.76,0,monthly,10,daejeon,no,,,8.64
CUST00566,69,50.36,0,two_year,39,seoul,no,,,8.99
CUST00567,68,53.41,2,monthly,82,gwangju,yes,support,2025-01-11,2.26
CUST00568,45,29.67,1,two_year,22,daegu,no,,,9.01
CUST00569,5,56.85,3,two_year,19,seoul,no,,,7.52
CUST00570,21,41.56,0,monthly,79,seoul,no,,,8.59
CUST00571,36,31.41,2,annual,66,seoul,no,,,8.27
CUST00572,9,45.45,2,monthly,82,daejeon,yes,moved,2025-10-31,1.84
CUST00573,14,37.06,2,annual,51,seoul,yes,competitor,2025-06-20,2.06
CUST00574,35,13.06,2,annual,18,daejeon,no,,,7.99
CUST00575,29,46.92,4,monthly,0,busan,no,,,9.14
CUST00576,60,62.26,1,two_year,87,seoul,no,,,8.99
CUST00577,37,38.12,4,monthly,36,busan,no,,,7.84
CUST00578,49,50.69,1,monthly,44,daejeon,no,,,8.24
CUST00579,18,26.79,2,two_year,52,busan,no,,,7.49
CUST00580,4,28.52,1,annual,3,daegu,no,,,9.4
CUST00581,2,33.02,1,two_year,29,daejeon,no,,,7.45
CUST00582,9,29.37,0,monthly,69,gwangju,no,,,9.26
CUST00583,12,53.37,0,monthly,26,daejeon,no,,,8.76
CUST00584,69,31.91,3,monthly,85,seoul,no,,,8.26
CUST00585,15,21.04,1,annual,81,daegu,no,,,8.22
CUST00586,21,33.99,1,monthly,50,seoul,no,,,8.6
CUST00587,22,50.99,1,monthly,29,gwangju,yes,competitor,2025-05-17,2.66
CUST00588,49,36.49,0,two_year,73,gwangju,no,,,8.05
CUST00589,32,40.7,1,monthly,73,seoul,no,,,8.1
CUST00590,14,48.71,1,monthly,75,busan,yes,competitor,2025-03-12,1.25
CUST00591,66,54.84,0,monthly,75,seoul,no,,,8.09
CUST00592,30,50.77,0,annual,77,daejeon,yes,support,2025-01-15,2.45
CUST00593,10,26.52,1,monthly,44,daejeon,no,,,8.34
CUST00594,71,55.09,1,monthly,8,gwangju,no,,,9.07
CUST00595,2,50.79,0,monthly,4,busan,no,,,6.79
CUST00596,47,45.75,2,two_year,38,busan,no,,,8.67
CUST00597,54,47.53,0,monthly,80,gwangju,no,,,8.36
CUST00598,15,60.2,0,monthly,11,busan,no,,,8.45
CUST00599,17,28.97,2,monthly,14,daegu,no,,,8.96
CUST00600,9,32.07,0,two_year,61,busan,no,,,8.08
CUST00601,47,35.12,2,annual,81,seoul,no,,,9.45
CUST00602,55,50.77,2,monthly,4,daegu,no,,,9.06
CUST00603,13,21.69,1,two_year,55,daejeon,no,,,9.08
CUST00604,18,50.26,1,monthly,86,daegu,yes,price,2025-08-07,2.06
CUST00605,27,45.91,1,annual,74,seoul,no,,,9.23
CUST00606,18,54.05,1,monthly,23,seoul,no,,,8.59
CUST00607,10,29.69,3,monthly,36,busan,no,,,7.8
CUST00608,39,38.1,1,annual,26,gwangju,no,,,8.91
CUST00609,21,41.7,1,two_year,77,gwangju,no,,,7.67
CUST00610,32,53.09,4,monthly,76,busan,yes,support,2025-05-10,2.32
CUST00611,44,67.63,1,two_year,60,seoul,no,,,8.73
CUST00612,33,37.37,4,monthly,63,daegu,yes,support,2025-08-15,2.26
CUST00613,49,22.26,3,monthly,53,busan,no,,,8.07
CUST00614,27,36.48,1,monthly,41,busan,yes,moved,2025-07-16,1.95
CUST00615,18,45.35,4,annual,72,busan,no,,,9.09
CUST00616,38,53.95,0,annual,61,busan,no,,,8.04
CUST00617,34,57.48,1,monthly,39,busan,no,,,8.83
CUST00618,54,46.3,0,annual,42,busan,no,,,8.8
CUST00619,30,60.2,0,monthly,71,daejeon,yes,price,2025-02-03,2.96
CUST00620,57,76.89,2,two_year,28,busan,no,,,8.02
CUST00621,48,43.41,1,monthly,50,daejeon,no,,,8.77
CUST00622,53,71.34,1,annual,11,daejeon,no,,,8.28
CUST00623,23,49.11,2,monthly,81,daejeon,no,,,7.38
CUST00624,36,59.9,0,annual,53,gwangju,no,,,8.18
CUST00625,20,43.75,2,monthly,30,gwangju,yes,moved,2025-09-02,1.0
CUST00626,48,40.89,0,monthly,33,gwangju,no,,,7.93
CUST00627,26,54.36,1,monthly,20,daejeon,no,,,8.37
CUST00628,68,29.35,3,monthly,67,daegu,yes,competitor,2025-10-08,2.06
CUST00629,36,62.64,0,monthly,28,busan,no,,,8.57
CUST00630,44,18.33,1,monthly,39,busan,no,,,9.02
CUST00631,14,28.08,2,monthly,83,seoul,yes,moved,2025-04-02,1.32
CUST00632,54,55.31,2,monthly,31,daegu,no,,,7.71
CUST00633,68,24.16,1,annual,46,seoul,no,,,9.21
CUST00634,69,29.55,0,annual,80,gwangju,no,,,8.34
CUST00635,61,42.95,2,two_year,88,daegu,no,,,8.45
CUST00636,35,73.58,2,two_year,89,daejeon,no,,,8.21
CUST00637,1,79.94,0,monthly,20,daegu,no,,,9.45
CUST00638,35,15.83,0,monthly,28,daejeon,no,,,8.45
CUST00639,33,55.95,1,monthly,88,daegu,yes,support,2025-10-08,1.06
CUST00640,41,32.82,2,annual,79,busan,no,,,9.31
CUST00641,13,50.69,1,monthly,8,gwangju,no,,,8.75
CUST00642,6,67.77,1,annual,40,daegu,no,,,8.76
CUST00643,46,54.88,1,annual,76,daejeon,yes,moved,2025-06-21,1.4
CUST00644,2,47.79,1,monthly,79,gwangju,no,,,7.75
CUST00645,64,61.8,3,annual,23,gwangju,no,,,7.83
CUST00646,33,42.33,1,monthly,6,gwangju,no,,,9.24
CUST00647,12,45.99,1,annual,29,seoul,no,,,9.69
CUST00648,23,32.48,1,annual,71,gwangju,no,,,7.89
CUST00649,51,41.66,3,annual,7,daejeon,no,,,8.44
CUST00650,54,53.97,1,two_year,73,busan,no,,,8.53
CUST00651,62,50.9,2,annual,49,seoul,no,,,9.1
CUST00652,49,49.42,0,annual,23,daejeon,no,,,8.42
CUST00653,14,37.57,3,monthly,1,daejeon,no,,,8.26
CUST00654,12,37.11,3,annual,84,busan,yes,support,2025-03-17,0.89
CUST00655,70,60.97,0,annual,60,seoul,no,,,7.98
CUST00656,47,43.75,2,annual,88,daejeon,no,,,8.69
CUST00657,25,43.25,1,monthly,54,daejeon,no,,,8.1
CUST00658,70,46.45,2,monthly,33,daegu,no,,,8.59
CUST00659,30,34.9,1,two_year,38,seoul,no,,,8.01
CUST00660,47,10.92,0,monthly,4,seoul,no,,,9.18
CUST00661,71,47.76,1,two_year,8,busan,no,,,8.91
CUST00662,64,40.49,1,annual,29,gwangju,no,,,8.12
CUST00663,29,38.83,1,monthly,17,gwangju,yes,price,2025-03-17,2.62
CUST00664,36,37.63,1,two_year,76,daejeon,no,,,8.93
CUST00665,64,33.27,1,monthly,67,busan,no,,,8.91
CUST00666,56,65.54,2,monthly,47,busan,yes,support,2025-02-03,2.28
CUST00667,22,36.04,0,annual,23,daejeon,no,,,8.39
CUST00668,42,55.87,0,monthly,34,gwangju,no,,,8.24
CUST00669,50,50.69,0,monthly,13,daejeon,no,,,7.3
CUST00670,22,55.22,1,monthly,46,daegu,yes,price,2025-10-22,1.8
CUST00671,55,59.49,0,annual,7,daegu,no,,,9.3
CUST00672,64,38.08,1,annual,78,gwangju,no,,,7.55
CUST00673,33,40.88,0,monthly,11,seoul,no,,,7.86
CUST00674,19,46.32,1,two_year,70,seoul,no,,,8.17
CUST00675,40,60.36,3,monthly,18,seoul,no,,,7.74
CUST00676,70,73.34,0,annual,14,seoul,no,,,8.79
CUST00677,67,48.86,0,annual,68,busan,no,,,7.91
CUST00678,56,39.78,2,two_year,25,daejeon,no,,,9.32
CUST00679,67,35.0,2,annual,7,gwangju,no,,,8.65
CUST00680,51,29.79,2,monthly,38,gwangju,no,,,9.52
CUST00681,24,25.74,1,monthly,68,seoul,no,,,7.74
CUST00682,68,64.46,0,two_year,17,gwangju,no,,,9.01
CUST00683,41,51.21,1,monthly,4,gwangju,no,,,9.31
CUST00684,23,59.26,1,monthly,43,gwangju,no,,,7.65
CUST00685,15,45.25,2,annual,61,busan,yes,support,2025-09-21,2.38
CUST00686,27,43.09,2,monthly,46,daegu,no,,,8.07
CUST00687,35,44.01,1,monthly,1,busan,yes,price,2025-05-19,2.73
CUST00688,37,41.61,2,annual,89,busan,no,,,8.73
CUST00689,71,37.24,0,monthly,56,gwangju,no,,,8.18
CUST00690,9,53.1,1,monthly,6,daegu,yes,competitor,2025-01-11,2.03
CUST00691,27,41.81,4,annual,15,daegu,no,,,9.17
CUST00692,52,51.49,2,monthly,50,daegu,no,,,9.15
CUST00693,58,40.45,0,monthly,66,busan,no,,,7.66
CUST00694,37,27.84,0,monthly,13,daejeon,no,,,7.17
CUST00695,29,56.44,2,monthly,36,gwangju,yes,price,2025-12-18,2.66
CUST00696,3,57.72,1,monthly,15,daejeon,no,,,8.45
CUST00697,56,52.05,0,monthly,29,daejeon,no,,,8.03
CUST00698,15,36.3,4,annual,1,seoul,no,,,8.8
CUST00699,25,39.92,2,two_year,1,gwangju,no,,,7.91
CUST00700,71,25.15,0,monthly,47,busan,no,,,8.6
CUST00701,24,51.45,2,monthly,0,busan,no,,,9.16
CUST00702,31,50.19,3,annual,31,busan,no,,,8.28
CUST00703,63,35.13,2,annual,6,busan,no,,,7.77
CUST00704,62,27.57,3,monthly,17,busan,no,,,8.62
CUST00705,60,57.62,1,two_year,33,daejeon,no,,,8.54
CUST00706,42,59.88,0,annual,57,daejeon,no,,,7.96
CUST00707,69,57.48,2,annual,23,seoul,no,,,9.1
CUST00708,23,66.29,0,annual,36,seoul,no,,,9.33
CUST00709,65,36.21,0,two_year,89,busan,no,,,9.39
CUST00710,4,33.18,2,two_year,15,gwangju,no,,,8.41
CUST00711,51,57.77,0,monthly,55,daejeon,no,,,8.73
CUST00712,25,45.99,0,annual,1,daejeon,no,,,9.04
CUST00713,71,11.11,1,monthly,11,daejeon,no,,,8.26
CUST00714,66,9.9,2,monthly,34,daegu,no,,,7.65
CUST00715,24,40.45,3,monthly,48,seoul,yes,moved,2025-05-21,2.63
CUST00716,19,33.36,2,two_year,52,seoul,yes,support,2025-10-26,1.23
CUST00717,43,35.46,2,monthly,29,daejeon,no,,,9.75
CUST00718,31,60.85,0,annual,83,gwangju,yes,support,2025-12-26,1.57
CUST00719,68,37.66,0,annual,75,daejeon,no,,,9.22
CUST00720,36,31.42,2,annual,69,seoul,no,,,8.29
CUST00721,7,78.62,1,monthly,71,busan,yes,competitor,2025-04-18,2.48
CUST00722,41,39.83,1,monthly,30,daegu,yes,moved,2025-07-27,1.76
CUST00723,18,29.58,1,monthly,79,daejeon,yes,support,2025-03-22,2.6
CUST00724,17,40.26,0,annual,50,busan,no,,,8.15
CUST00725,46,67.37,2,monthly,50,seoul,no,,,7.24
CUST00726,4,39.56,1,two_year,16,busan,yes,price,2025-12-04,1.56
CUST00727,12,42.45,2,annual,52,daegu,no,,,7.55
CUST00728,42,36.7,0,two_year,86,daegu,no,,,8.71
CUST00729,26,46.76,0,monthly,5,daejeon,no,,,7.67
CUST00730,69,41.49,3,monthly,8,busan,no,,,8.51
CUST00731,66,32.52,1,monthly,8,seoul,no,,,8.7
CUST00732,66,52.62,1,monthly,37,daejeon,no,,,9.38
CUST00733,44,53.14,1,monthly,10,seoul,no,,,8.41
CUST00734,57,43.87,0,monthly,2,gwangju,no,,,8.79
CUST00735,65,56.67,0,monthly,4,gwangju,no,,,8.19
CUST00736,30,56.26,2,monthly,55,daegu,yes,moved,2025-12-08,0.68
CUST00737,19,36.29,0,monthly,43,gwangju,no,,,8.39
CUST00738,71,36.6,2,annual,76,daejeon,no,,,9.5
CUST00739,22,60.0,0,monthly,81,daegu,yes,moved,2025-04-01,2.3
CUST00740,51,48.22,0,monthly,80,seoul,no,,,8.96
CUST00741,6,52.2,2,two_year,67,gwangju,no,,,8.27
CUST00742,27,64.78,2,monthly,70,seoul,yes,moved,2025-01-11,2.6
CUST00743,67,19.73,1,monthly,45,gwangju,no,,,9.26
CUST00744,29,42.35,1,monthly,82,daejeon,no,,,8.42
CUST00745,58,33.43,1,monthly,53,gwangju,no,,,8.77
CUST00746,10,42.29,1,annual,55,gwangju,no,,,9.18
CUST00747,27,66.37,2,monthly,23,daejeon,yes,support,2025-08-23,2.27
CUST00748,5,24.71,1,two_year,31,daegu,no,,,8.53
CUST00749,61,69.02,2,monthly,70,daejeon,no,,,7.78
CUST00750,37,48.59,0,monthly,33,daejeon,no,,,8.86
CUST00751,1,50.09,1,annual,53,seoul,no,,,7.87
CUST00752,27,32.26,0,annual,48,daejeon,no,,,7.86
CUST00753,55,57.51,1,monthly,39,daejeon,yes,competitor,2025-10-20,1.57
CUST00754,26,20.61,1,monthly,4,seoul,yes,support,2025-08-10,2.26
CUST00755,10,42.13,2,monthly,30,daegu,yes,moved,2025-09-04,1.92
CUST00756,49,72.55,2,monthly,39,daegu,no,,,8.05
CUST00757,71,39.27,2,annual,85,daejeon,no,,,8.41
CUST00758,34,34.68,4,annual,87,daegu,no,,,6.94
CUST00759,23,55.43,0,annual,21,busan,no,,,8.14
CUST00760,26,31.73,1,monthly,55,gwangju,no,,,9.11
CUST00761,63,26.52,0,monthly,45,gwangju,no,,,8.86
CUST00762,3,57.86,2,annual,78,seoul,yes,moved,2025-09-20,1.4
CUST00763,58,52.17,1,annual,0,gwangju,no,,,7.79
CUST00764,45,24.09,2,monthly,46,gwangju,no,,,7.39
CUST00765,36,47.06,2,monthly,87,busan,yes,support,2025-08-22,1.71
CUST00766,16,58.73,0,monthly,86,daejeon,yes,support,2025-01-11,1.23
CUST00767,57,51.11,3,annual,78,daegu,no,,,8.87
CUST00768,6,57.16,2,annual,2,daegu,no,,,8.73
CUST00769,55,27.51,2,annual,28,daejeon,no,,,8.86
CUST00770,11,67.26,3,monthly,84,gwangju,yes,competitor,2025-05-21,0.95
CUST00771,40,29.34,0,monthly,47,daegu,no,,,7.56
CUST00772,15,85.59,2,monthly,61,daegu,no,,,8.95
CUST00773,71,32.59,2,annual,72,daegu,no,,,8.78
CUST00774,43,50.24,1,two_year,12,gwangju,no,,,8.5
CUST00775,35,59.88,1,monthly,39,seoul,yes,price,2025-09-11,2.14
CUST00776,7,62.98,2,monthly,44,seoul,yes,support,2025-07-14,2.02
CUST00777,44,41.76,1,two_year,48,daejeon,no,,,7.67
CUST00778,22,77.54,2,monthly,32,seoul,no,,,6.38
CUST00779,31,60.94,2,monthly,27,busan,no,,,8.88
CUST00780,41,9.9,1,monthly,21,daegu,no,,,7.92
CUST00781,35,51.81,3,monthly,16,busan,no,,,7.88
CUST00782,34,45.33,2,monthly,83,busan,yes,price,2025-11-17,0.84
CUST00783,28,9.9,1,monthly,41,busan,no,,,8.89
CUST00784,62,28.73,1,monthly,41,gwangju,no,,,7.51
CUST00785,42,26.08,2,annual,69,seoul,no,,,8.55
CUST00786,29,64.54,2,monthly,1,gwangju,no,,,9.29
CUST00787,2,46.53,0,monthly,14,daegu,no,,,7.44
CUST00788,63,33.83,0,two_year,20,busan,no,,,8.2
CUST00789,17,35.82,1,annual,19,busan,yes,moved,2025-03-11,1.13
CUST00790,22,42.67,1,two_year,31,busan,no,,,9.78
CUST00791,63,47.81,1,annual,72,daegu,yes,competitor,2025-02-01,2.27
CUST00792,42,32.04,1,monthly,7,daejeon,no,,,7.65
CUST00793,59,60.08,4,monthly,6,daejeon,no,,,7.95
CUST00794,4,58.04,1,monthly,72,gwangju,yes,price,2025-10-24,2.88
CUST00795,69,37.34,1,monthly,0,seoul,no,,,8.51
CUST00796,22,28.69,1,monthly,40,busan,no,,,7.58
CUST00797,54,57.16,3,annual,19,seoul,no,,,8.27
CUST00798,33,32.73,2,two_year,53,daejeon,no,,,7.96
CUST00799,21,37.28,1,annual,84,busan,no,,,9.25
CUST00800,36,26.34,1,two_year,63,daejeon,no,,,6.9
CUST00801,47,23.54,2,monthly,24,busan,yes,support,2025-05-04,1.83
CUST00802,71,46.12,2,monthly,72,daegu,yes,competitor,2025-10-10,3.23
CUST00803,48,34.01,1,monthly,74,busan,no,,,8.34
CUST00804,41,47.91,0,annual,65,daegu,no,,,7.28
CUST00805,70,57.04,1,two_year,40,busan,no,,,9.49
CUST00806,22,52.13,4,two_year,68,daejeon,no,,,7.31
CUST00807,59,22.37,1,two_year,33,daegu,no,,,7.76
CUST00808,31,73.42,1,monthly,34,daejeon,no,,,9.1
CUST00809,51,48.1,1,monthly,67,daejeon,no,,,7.85
CUST00810,23,29.94,1,monthly,10,gwangju,no,,,7.83
CUST00811,3,70.27,1,two_year,72,busan,no,,,9.41
CUST00812,40,47.55,2,annual,13,seoul,no,,,8.02
CUST00813,43,34.53,2,annual,80,seoul,yes,moved,2026-01-02,2.65
CUST00814,52,24.52,2,monthly,34,busan,no,,,8.75
CUST00815,52,64.9,2,monthly,41,gwangju,no,,,9.03
CUST00816,2,12.67,0,monthly,84,daejeon,yes,support,2025-01-25,2.43
CUST00817,2,60.38,0,annual,25,daegu,no,,,8.03
CUST00818,66,54.89,1,monthly,58,gwangju,no,,,8.45
CUST00819,2,64.26,1,annual,11,daejeon,no,,,8.44
CUST00820,43,65.64,2,annual,64,daejeon,yes,competitor,2025-04-05,2.95
